candidate_id,robot,sample_index,span2_mm,span3_mm,span4_mm,span5_mm,size_x_mm,size_y_mm,size_z_mm,worst_axis_ratio,arm_size_x_mm,arm_size_y_mm,arm_size_z_mm,volume_l,clearance_mm,collision_free,rule_pass,evaluations,elapsed_s
orth6r_39bf1ac80cbc_q04,orth6r_39bf1ac80cbc,4,287.8168336674571,384.2410330893472,0.0,54.16847764514386,479.30276637489493,360.0,495.5812584014116,0.8259687640023526,455.6056770643774,343.52237933284385,300.58125840141156,85.51204852152536,5.001837512798341,True,True,7144,11.866117586003384
orth6r_39bf1ac80cbc_q05,orth6r_39bf1ac80cbc,5,261.81384137365967,433.21303294971585,0.0,47.37656059674918,429.89225170603476,387.5022690370515,496.4481000195359,0.8274135000325599,429.89225170603476,385.20299488186475,301.44810001953584,82.70042099042833,5.002153743676422,True,True,7698,14.139390833996003
orth6r_39bf1ac80cbc_q06,orth6r_39bf1ac80cbc,6,331.5251380065456,364.877696922049,0.0,68.99834110401571,362.70202287444266,521.7990299549823,521.7998113907054,0.8696663523178424,325.88748923430796,472.01546852743064,326.79981139070543,98.75456104219076,5.0018827719528,True,True,3458,3.6716883609988145
orth6r_39bf1ac80cbc_q07,orth6r_39bf1ac80cbc,7,317.41645684465766,454.88782636821276,0.0,57.06172853708267,391.42995773495346,495.8646163984169,495.8790483645679,0.8264650806076133,379.0338536571959,478.2847776945778,300.8790483645679,96.24827159540476,5.000000410923841,True,True,28049,33.52808982300485
orth6r_39bf1ac80cbc_q08,orth6r_39bf1ac80cbc,8,248.67874441668388,331.0155894700438,0.0,67.31128614395857,433.31167628604925,360.0,495.59228587216626,0.8259871431202771,395.63563684399185,350.55949511359074,300.59228587216626,77.30853269245318,5.000000060689278,True,True,10631,15.983299648003594
orth6r_39bf1ac80cbc_q09,orth6r_39bf1ac80cbc,9,240.4728474700823,390.85997025948024,0.0,58.892726758494966,422.99521571820543,360.1435589965209,496.39572132913463,0.8273262022152243,413.5235989093537,350.44555425099423,301.39572132913463,75.62042899643832,5.000000471716934,True,True,5896,10.78198453799996
orth6r_39bf1ac80cbc_q10,orth6r_39bf1ac80cbc,10,317.1244615549221,370.66770207602536,0.0,65.39228436537087,360.42242442061064,509.51159433799506,509.51159342666284,0.8491859905633252,260.4489313850949,507.5381841244316,314.51159342666284,93.56640539978554,5.000539974637654,True,True,6161,6.511334180999256
orth6r_39bf1ac80cbc_q11,orth6r_39bf1ac80cbc,11,339.18178008869285,472.8063336526975,0.0,45.486855637282126,495.9415007763679,430.3690717783705,495.94153620194913,0.8265692270032486,488.9040867485251,406.7564884797622,300.94153620194913,105.85271175005842,5.163018288076221,True,True,4871,5.542965782005922
orth6r_39bf1ac80cbc_q12,orth6r_39bf1ac80cbc,12,263.7867977656424,300.9101404482499,0.0,70.85863614454865,499.69393325617955,423.1571094473469,491.80486239759045,0.8328232220936326,374.69393325617955,298.1571094473469,440.9378818622661,103.9916662205133,7.7848761939936155,True,True,4390,4.100860421996913
orth6r_39bf1ac80cbc_q13,orth6r_39bf1ac80cbc,13,273.93207472283393,447.70580917596817,0.0,60.79947022721171,436.9838192236526,398.35946987727016,496.3970570344466,0.8273284283907444,436.9838192236526,372.8545929751606,301.3970570344466,86.41113307062164,5.001614117572176,True,True,7108,12.015881792998698
orth6r_39bf1ac80cbc_q14,orth6r_39bf1ac80cbc,14,347.09454212803394,326.39096022583544,0.0,56.05818310752511,360.0,518.7144648894047,517.6532125134282,0.8645241081490078,223.5043137720291,393.7144648894047,322.65321251342823,96.66511528578631,5.00017044591862,True,True,4039,4.012085385002138
orth6r_39bf1ac80cbc_q15,orth6r_39bf1ac80cbc,15,306.97978094220156,419.19932747259736,0.0,73.64910126663744,495.67343831673935,370.5306820920946,495.67343831686077,0.826122397194768,492.5681633705887,368.5803485167713,300.67343831686077,91.03648268566377,5.0032411154846965,True,True,9609,9.462301204999676
orth6r_39bf1ac80cbc_q16,orth6r_39bf1ac80cbc,16,232.56052620708942,342.70975596271455,0.0,50.269050719216466,413.34500565275147,360.0015312120269,496.0340179662213,0.8267233632770356,369.10755966410574,351.0496479044302,301.0340179662213,73.81226017495092,5.002603956355822,True,True,4991,9.087290650000796
orth6r_4ab675a33402_q00,orth6r_4ab675a33402,0,290.0,390.0,0.0,60.0,481.7230919252862,360.0,495.96449338336606,0.8266074889722768,477.02729252700306,338.9882711561523,300.96449338336606,86.01031772560557,5.265806447046647,True,True,5238,8.89858234699932
orth6r_4ab675a33402_q01,orth6r_4ab675a33402,1,220.37192650604993,477.1096069877968,0.0,71.73009887337685,383.1950358508506,466.3432828482329,497.30898821422375,0.8288483136903729,383.1950358508506,466.3432828482329,302.30898821422375,88.86933052899906,5.0015165416435465,True,True,6330,8.780322876002174
orth6r_4ab675a33402_q02,orth6r_4ab675a33402,2,291.4129546331242,309.1752206766978,0.0,52.10004832595586,360.0,462.16748579058026,525.985457429021,0.8766424290483684,279.8064555127649,337.16748579058026,330.98545742902104,87.51361551205642,5.000510930161517,True,True,4077,7.516135872996529
orth6r_4ab675a33402_q03,orth6r_4ab675a33402,3,359.8312904313206,414.22999280970544,0.0,62.65976476483047,443.68429872215097,509.40463364811285,509.40866732806523,0.8490144455467754,386.8929274624956,456.33386403945684,314.40866732806523,115.13391724160627,5.000000193600272,True,True,4674,8.678076390999195
orth6r_4ab675a33402_q04,orth6r_4ab675a33402,4,287.8168336674571,384.2410330893472,0.0,54.16847764514386,360.0,480.79735016671003,498.6708683820538,0.8311181139700897,280.67804387127995,473.3672857946367,303.6708683820538,86.31346756443251,5.000020284142481,True,True,4111,7.173665117996279
orth6r_4ab675a33402_q05,orth6r_4ab675a33402,5,261.81384137365967,433.21303294971585,0.0,47.37656059674918,419.94850188358544,399.3331293123352,496.44810584787683,0.8274135097464614,416.9326623108644,379.8392343931818,301.44810584787683,83.25402436512535,5.002159577227869,True,True,5313,4.919827894998889
orth6r_4ab675a33402_q06,orth6r_4ab675a33402,6,331.5251380065456,364.877696922049,0.0,68.99834110401571,362.7013150197003,521.7994139509454,521.7995749832565,0.8696659583054277,258.73085393698193,476.98780216935677,326.79957498325655,98.7543962435629,5.001882804290571,True,True,4662,5.868382993998239
orth6r_4ab675a33402_q07,orth6r_4ab675a33402,7,317.41645684465766,454.88782636821276,0.0,57.06172853708267,391.6977258357181,495.70264067547754,495.87021837642516,0.8264503639607086,391.0852830949887,478.0481744373327,300.87021837642516,96.28093700707228,5.000009306810465,True,True,6277,10.410303650001879
